project_code,sector,contractor,cost_original,cost_revised,duration_months,elapsed_months,planned_progress,actual_progress,payment_delay_days,subcontracting_depth,land_clearance_status,design_scope_change_count,billing_progress_mismatch_pct,is_cost_overrun,is_time_overrun,risk_score
RW-2043,Railways,Omkar Roadways Ltd.,954.6,954.6,36,18,47.8,45.7,27.9,0,Clear,0,-3.4,0,0,17
NH-2044,Roads,Eastern Rail Infra Pvt. Ltd.,367.9,401.3,36,17,47.2,33.1,34.9,2,Clear,0,15.1,1,1,75
NH-2045,Roads,Bharat Rail Consortium,515.0,544.6,60,35,66.0,45.4,87.7,1,Disputed,0,1.5,0,1,80
BR-2046,Bridges,Ganga Construction Co.,461.8,487.4,24,4,20.5,13.8,14.8,1,Clear,0,8.1,0,0,46
RW-2047,Railways,Eastern Rail Infra Pvt. Ltd.,531.6,570.4,48,31,68.8,56.3,27.0,0,Disputed,1,-0.6,0,1,60
NH-2048,Roads,Tata Projects Ltd.,448.0,461.9,60,15,19.7,19.7,33.4,0,Clear,0,6.3,0,0,22
PW-2049,Power,Vindhya Powergrid Ltd.,1594.7,1713.1,42,12,30.6,18.6,19.9,2,Pending,1,3.3,0,1,63
RW-2050,Railways,NCC Infrastructure,1109.3,1275.8,36,11,32.2,14.9,28.9,2,Pending,3,8.4,1,1,93
BR-2051,Bridges,Omkar Roadways Ltd.,503.5,521.3,18,17,95.0,88.0,10.2,1,Clear,1,7.1,0,0,40
NH-2052,Roads,Himalayan Infra Engineering,466.1,493.4,24,17,73.8,68.6,64.0,0,Clear,2,1.9,0,0,43
NH-2053,Roads,Ganga Construction Co.,981.3,1155.7,36,26,72.0,45.0,124.9,1,Pending,3,-0.1,1,1,95
PW-2054,Power,Vindhya Powergrid Ltd.,692.5,724.9,30,16,55.4,42.7,98.0,1,Clear,0,7.7,0,1,64
NH-2055,Roads,Bharat Rail Consortium,744.1,839.9,30,23,77.3,55.7,119.6,1,Pending,2,8.4,1,1,95
RW-2056,Railways,Apex Bullet Infra Ltd.,379.6,443.0,30,27,92.3,66.1,141.2,0,Clear,4,-1.2,1,1,95
RW-2057,Railways,Ganga Construction Co.,1352.4,1590.8,36,24,68.5,31.2,132.2,2,Disputed,3,0.9,1,1,95
NH-2058,Roads,Desert Sun Powergrid JV,995.2,1186.7,30,26,87.9,64.7,29.2,1,Disputed,5,9.8,1,1,95
NH-2059,Roads,Afcons Infrastructure,442.0,455.6,30,19,65.5,61.2,17.8,1,Clear,1,-2.4,0,0,30
PW-2060,Power,Dilip Buildcon Ltd.,1527.7,1670.9,60,29,50.8,31.2,14.9,1,Disputed,1,8.1,1,1,83
NH-2061,Roads,Omkar Roadways Ltd.,831.9,898.9,30,22,72.5,59.7,11.3,1,Pending,0,11.6,1,1,69
BR-2062,Bridges,Vindhya Powergrid Ltd.,845.2,1042.6,42,31,76.4,56.7,26.9,1,Disputed,5,10.8,1,1,95
BR-2063,Bridges,Desert Sun Powergrid JV,649.7,655.8,36,15,42.7,37.7,56.3,0,Clear,0,-0.9,0,0,31
RW-2064,Railways,Larsen & Toubro Infra,1771.1,1805.7,24,22,91.1,83.7,12.8,1,Pending,0,7.3,0,0,45
NH-2065,Roads,Desert Sun Powergrid JV,489.2,529.0,36,25,68.3,65.9,25.3,0,Clear,2,8.5,1,0,45
NH-2066,Roads,Himalayan Infra Engineering,440.7,467.1,30,10,37.2,16.2,148.3,0,Pending,0,0.5,0,1,80
NH-2067,Roads,Apex Bullet Infra Ltd.,633.3,697.2,18,11,58.2,53.6,15.3,0,Clear,2,7.7,1,0,47
NH-2068,Roads,Eastern Rail Infra Pvt. Ltd.,715.3,753.6,30,10,34.1,18.7,13.1,2,Disputed,0,8.2,0,1,78
NH-2069,Roads,Afcons Infrastructure,597.4,645.1,36,33,88.4,71.6,12.2,1,Disputed,1,4.2,1,1,78
NH-2070,Roads,NCC Infrastructure,1070.1,1161.7,36,6,16.2,0.0,102.9,2,Pending,0,6.8,1,1,83
BR-2071,Bridges,Shivalik Infraprojects Ltd.,479.1,543.4,30,10,27.9,3.0,128.6,0,Disputed,2,-0.1,1,1,95
NH-2072,Roads,Larsen & Toubro Infra,906.5,1000.3,18,7,41.1,25.4,83.7,1,Pending,1,6.4,1,1,82
NH-2073,Roads,Omkar Roadways Ltd.,1184.3,1372.5,42,38,91.6,75.8,16.7,2,Pending,4,8.8,1,1,88
NH-2074,Roads,Apex Bullet Infra Ltd.,1664.7,1691.2,48,31,63.0,56.5,12.8,1,Pending,0,5.5,0,0,43
BR-2075,Bridges,Afcons Infrastructure,1483.3,1572.2,18,6,35.3,16.4,101.1,1,Pending,1,1.7,0,1,76
RW-2076,Railways,Larsen & Toubro Infra,1153.9,1199.6,30,20,63.9,55.9,11.6,2,Pending,1,3.6,0,0,51
RW-2077,Railways,Desert Sun Powergrid JV,921.2,921.2,60,36,59.3,53.4,24.9,1,Clear,0,-2.6,0,0,27
PW-2078,Power,Tata Projects Ltd.,768.0,840.2,24,11,40.3,31.9,21.6,2,Clear,2,10.5,1,0,65
PW-2079,Power,Eastern Rail Infra Pvt. Ltd.,388.7,404.1,24,14,59.0,43.7,51.6,2,Clear,0,6.2,0,1,62
RW-2080,Railways,Desert Sun Powergrid JV,909.4,998.0,24,6,25.2,2.2,142.6,1,Pending,2,11.1,1,1,93
RW-2081,Railways,Apex Bullet Infra Ltd.,832.8,930.5,30,9,31.3,12.5,29.3,1,Disputed,0,14.9,1,1,94
PW-2082,Power,Patel Engineering,773.4,909.4,24,19,80.6,61.5,135.3,0,Clear,5,4.1,1,1,94
RW-2083,Railways,Tata Projects Ltd.,1317.9,1394.3,24,10,39.9,24.2,18.3,1,Disputed,0,4.1,0,1,66
RW-2084,Railways,Larsen & Toubro Infra,963.5,1053.0,42,34,80.0,59.0,74.6,0,Disputed,0,10.1,1,1,93
RW-2085,Railways,Dilip Buildcon Ltd.,184.1,200.3,60,14,30.2,19.7,27.0,2,Pending,1,6.7,1,0,67
RW-2086,Railways,Eastern Rail Infra Pvt. Ltd.,1152.7,1299.8,36,6,17.7,4.6,22.6,1,Pending,2,9.3,1,1,73
NH-2087,Roads,Himalayan Infra Engineering,931.6,974.3,36,11,27.6,21.1,15.9,1,Pending,2,0.8,0,0,45
RW-2088,Railways,NCC Infrastructure,192.1,195.4,30,19,61.6,55.7,28.7,1,Clear,0,12.7,0,0,47
RW-2089,Railways,Patel Engineering,246.9,258.9,42,33,70.8,61.2,19.1,0,Disputed,0,-6.5,0,1,49
RW-2090,Railways,Apex Bullet Infra Ltd.,848.5,875.0,42,23,55.2,50.6,30.8,1,Clear,1,6.9,0,0,39
PW-2091,Power,Apex Bullet Infra Ltd.,640.8,685.9,18,9,43.6,33.0,23.5,2,Pending,0,8.4,0,0,58
NH-2092,Roads,Tata Projects Ltd.,692.9,788.5,30,25,83.9,61.9,22.6,2,Disputed,2,5.6,1,1,95
NH-2093,Roads,Apex Bullet Infra Ltd.,817.8,909.9,18,6,36.0,23.1,125.6,0,Clear,1,5.5,1,1,73
PW-2094,Power,Larsen & Toubro Infra,681.4,770.7,42,39,90.9,71.6,30.6,1,Disputed,3,6.0,1,1,93
NH-2095,Roads,Eastern Rail Infra Pvt. Ltd.,619.2,632.5,36,22,65.9,51.8,65.5,0,Pending,0,-2.2,0,1,54
PW-2096,Power,Dilip Buildcon Ltd.,865.9,895.5,36,15,40.6,15.6,149.5,0,Disputed,0,-2.8,0,1,84
NH-2097,Roads,NCC Infrastructure,743.8,752.9,24,21,91.0,91.0,28.5,0,Clear,0,-0.6,0,0,20
PW-2098,Power,Himalayan Infra Engineering,1150.5,1257.6,42,33,76.8,62.7,94.7,0,Clear,2,3.4,1,1,69
BR-2099,Bridges,Himalayan Infra Engineering,750.2,798.4,30,8,22.5,20.8,14.8,0,Clear,1,3.2,0,0,35
NH-2100,Roads,Afcons Infrastructure,875.2,880.5,24,5,24.2,24.2,12.1,0,Clear,0,0.0,0,0,19
RW-2101,Railways,Omkar Roadways Ltd.,382.1,393.2,36,14,37.8,23.8,121.0,0,Pending,0,-0.0,0,1,58
NH-2102,Roads,Apex Bullet Infra Ltd.,934.5,995.3,36,33,95.0,93.6,13.5,1,Clear,2,1.9,0,0,32
NH-2103,Roads,Dilip Buildcon Ltd.,472.9,503.9,36,6,20.1,15.0,23.8,1,Clear,2,-3.8,0,0,37
RW-2104,Railways,Dilip Buildcon Ltd.,1484.8,1484.8,42,30,68.6,68.6,28.4,2,Clear,0,7.2,0,0,32
RW-2105,Railways,Desert Sun Powergrid JV,1358.0,1539.2,36,20,53.1,38.9,96.9,0,Clear,4,4.7,1,1,75
RW-2106,Railways,Larsen & Toubro Infra,693.1,710.0,42,23,60.4,51.4,93.0,0,Pending,0,-1.4,0,0,52
NH-2107,Roads,Omkar Roadways Ltd.,689.5,844.1,30,12,38.7,3.1,139.4,1,Disputed,4,8.6,1,1,95
RW-2108,Railways,Patel Engineering,891.9,964.4,48,34,70.3,51.2,32.5,1,Disputed,0,6.7,1,1,80
NH-2109,Roads,Dilip Buildcon Ltd.,579.2,601.7,48,22,41.7,27.8,125.0,0,Pending,0,-1.7,0,1,64
RW-2110,Railways,Desert Sun Powergrid JV,790.7,824.9,30,20,68.6,55.1,135.3,0,Clear,0,1.4,0,1,63
RW-2111,Railways,Eastern Rail Infra Pvt. Ltd.,818.9,842.3,42,19,47.3,33.5,29.4,0,Disputed,0,0.2,0,1,55
PW-2112,Power,Desert Sun Powergrid JV,500.8,516.9,18,7,42.4,35.9,15.8,1,Clear,0,5.9,0,0,42
RW-2113,Railways,Apex Bullet Infra Ltd.,2517.4,2640.8,36,33,95.0,84.2,28.7,1,Pending,0,1.6,0,1,48
RW-2114,Railways,Larsen & Toubro Infra,600.0,721.3,30,8,22.9,3.5,34.3,2,Pending,5,5.7,1,1,95
PW-2115,Power,Vindhya Powergrid Ltd.,464.5,509.1,30,13,41.5,24.2,20.7,1,Disputed,0,12.1,1,1,85
PW-2116,Power,Ganga Construction Co.,1546.7,1574.5,24,7,29.4,29.4,32.4,0,Clear,0,6.8,0,0,28
BR-2117,Bridges,Tata Projects Ltd.,830.8,871.3,30,11,34.5,26.3,10.7,2,Pending,1,11.4,0,0,58
BR-2118,Bridges,Ganga Construction Co.,720.4,802.6,18,14,83.2,59.7,116.2,2,Pending,3,6.5,1,1,95
RW-2119,Railways,Vindhya Powergrid Ltd.,1334.0,1533.7,36,13,32.8,5.0,32.8,2,Disputed,2,10.7,1,1,95
NH-2120,Roads,NCC Infrastructure,1746.6,1810.5,30,21,74.0,65.1,26.8,2,Clear,1,5.7,0,0,51
NH-2121,Roads,Vindhya Powergrid Ltd.,536.5,568.3,36,31,86.6,84.9,21.4,0,Clear,1,2.4,0,0,32
NH-2122,Roads,Dilip Buildcon Ltd.,1436.1,1521.4,36,6,12.2,0.0,92.3,1,Pending,2,7.1,0,1,75
NH-2123,Roads,Apex Bullet Infra Ltd.,402.8,471.6,30,25,84.7,62.0,20.7,1,Disputed,5,7.7,1,1,95
BR-2124,Bridges,Desert Sun Powergrid JV,407.0,420.6,30,14,43.8,34.9,19.1,2,Pending,0,2.1,0,0,49
RW-2125,Railways,Larsen & Toubro Infra,561.1,645.8,36,19,50.5,29.9,13.5,2,Disputed,2,8.1,1,1,95
BR-2126,Bridges,Larsen & Toubro Infra,869.3,975.2,48,19,37.8,23.8,26.2,1,Pending,2,13.7,1,1,80
NH-2127,Roads,Afcons Infrastructure,1196.0,1300.1,60,11,20.6,5.5,19.9,1,Disputed,1,4.5,1,1,75
BR-2128,Bridges,Vindhya Powergrid Ltd.,1085.9,1358.6,24,20,87.2,49.4,122.9,2,Disputed,3,20.2,1,1,95
RW-2129,Railways,Vindhya Powergrid Ltd.,343.2,375.5,30,24,79.6,59.5,143.2,0,Clear,1,3.8,1,1,86
NH-2130,Roads,Afcons Infrastructure,502.4,573.3,18,15,84.0,60.5,32.6,1,Disputed,1,9.7,1,1,95
RW-2131,Railways,Vindhya Powergrid Ltd.,546.8,588.8,24,15,63.4,47.3,149.7,0,Clear,0,7.4,0,1,80
PW-2132,Power,Patel Engineering,959.3,981.5,24,12,43.2,28.3,10.4,1,Disputed,0,4.6,0,1,64
BR-2133,Bridges,Tata Projects Ltd.,863.6,948.2,36,22,66.4,52.9,32.5,1,Disputed,3,6.8,1,1,75
PW-2134,Power,Omkar Roadways Ltd.,740.9,740.9,36,6,17.5,8.9,26.2,1,Pending,0,-0.6,0,0,30
NH-2135,Roads,Vindhya Powergrid Ltd.,742.0,784.6,36,7,13.7,8.5,19.2,1,Clear,0,7.3,0,0,44
NH-2136,Roads,Patel Engineering,850.9,880.9,24,13,53.7,45.4,34.9,2,Pending,0,4.6,0,0,52
NH-2137,Roads,Eastern Rail Infra Pvt. Ltd.,2058.4,2065.2,24,8,35.2,31.9,33.2,1,Clear,0,11.8,0,0,37
BR-2138,Bridges,Desert Sun Powergrid JV,843.2,936.6,18,13,73.2,59.1,27.1,1,Pending,3,7.8,1,1,72
RW-2139,Railways,Larsen & Toubro Infra,399.9,404.4,24,4,15.2,15.2,31.7,0,Clear,1,2.2,0,0,19
NH-2140,Roads,Bharat Rail Consortium,414.2,457.1,60,40,67.5,48.1,18.3,2,Disputed,1,14.0,1,1,94
NH-2141,Roads,Larsen & Toubro Infra,1176.9,1241.4,18,6,36.1,15.1,139.0,1,Clear,0,9.0,0,1,88
PW-2142,Power,Vindhya Powergrid Ltd.,1267.9,1291.6,18,5,30.5,25.0,12.8,1,Pending,0,3.7,0,0,36
RW-2143,Railways,Afcons Infrastructure,991.2,1013.7,36,7,20.3,12.9,80.5,1,Clear,0,2.5,0,0,47
RW-2144,Railways,Bharat Rail Consortium,958.2,1024.9,36,25,65.6,61.0,15.9,0,Clear,3,3.9,0,0,41
RW-2145,Railways,Dilip Buildcon Ltd.,1368.9,1565.7,24,7,29.4,8.9,18.0,1,Disputed,1,9.2,1,1,95
PW-2146,Power,NCC Infrastructure,407.0,458.3,24,15,60.3,45.6,76.4,0,Pending,4,-4.4,1,1,72
RW-2147,Railways,Dilip Buildcon Ltd.,572.9,639.7,24,17,70.4,51.0,113.5,1,Clear,4,-6.6,1,1,86
NH-2148,Roads,Larsen & Toubro Infra,605.1,670.9,24,20,87.5,75.2,24.3,2,Clear,3,15.9,1,1,74
PW-2149,Power,Apex Bullet Infra Ltd.,1597.0,1639.8,48,41,85.7,78.7,34.3,0,Clear,0,9.5,0,0,42
NH-2150,Roads,Patel Engineering,452.4,470.5,24,9,36.2,32.8,10.1,0,Clear,0,4.2,0,0,31
NH-2151,Roads,Desert Sun Powergrid JV,1180.9,1265.7,18,4,19.3,13.2,20.2,1,Clear,1,0.0,0,0,42
BR-2152,Bridges,Bharat Rail Consortium,888.8,942.9,24,15,69.1,50.9,108.0,1,Pending,0,6.2,0,1,84
BR-2153,Bridges,Eastern Rail Infra Pvt. Ltd.,322.1,327.1,30,11,37.5,27.1,58.3,0,Pending,2,-12.9,0,0,47
NH-2154,Roads,Afcons Infrastructure,584.4,630.2,24,7,20.0,6.3,12.1,1,Disputed,0,2.1,0,1,71
BR-2155,Bridges,Shivalik Infraprojects Ltd.,1735.7,1810.9,36,33,94.0,88.0,75.6,0,Clear,0,3.0,0,0,41
PW-2156,Power,Eastern Rail Infra Pvt. Ltd.,608.9,676.1,24,15,63.2,41.7,140.0,1,Pending,1,7.8,1,1,92
RW-2157,Railways,Vindhya Powergrid Ltd.,802.0,887.3,36,20,57.4,44.2,25.2,2,Pending,0,6.3,1,1,69
NH-2158,Roads,Shivalik Infraprojects Ltd.,1112.8,1198.0,18,17,92.5,89.6,27.4,1,Clear,2,1.7,0,0,40
RW-2159,Railways,Dilip Buildcon Ltd.,419.5,438.0,48,33,71.8,53.8,73.5,1,Disputed,0,5.2,0,1,77
PW-2160,Power,Afcons Infrastructure,607.1,654.7,24,8,25.9,16.2,20.9,2,Clear,2,5.2,0,0,55
BR-2161,Bridges,NCC Infrastructure,792.1,838.2,60,46,77.2,60.9,82.9,1,Pending,1,2.8,0,1,66
NH-2162,Roads,Vindhya Powergrid Ltd.,613.7,666.3,18,16,87.8,68.2,121.7,0,Pending,1,7.1,1,1,88
NH-2163,Roads,Omkar Roadways Ltd.,651.1,749.4,24,15,62.9,44.7,13.6,1,Disputed,5,-2.4,1,1,88
NH-2164,Roads,Vindhya Powergrid Ltd.,823.2,886.5,18,15,80.7,65.4,15.5,2,Disputed,0,12.5,0,1,85
BR-2165,Bridges,Shivalik Infraprojects Ltd.,647.8,777.7,48,14,31.7,10.2,57.6,0,Disputed,4,-1.0,1,1,95
NH-2166,Roads,Dilip Buildcon Ltd.,1281.6,1400.5,24,13,46.4,32.2,23.0,2,Pending,1,9.9,1,1,68
BR-2167,Bridges,Bharat Rail Consortium,333.0,350.3,48,21,45.1,39.8,31.4,1,Clear,1,4.3,0,0,39
RW-2168,Railways,NCC Infrastructure,419.5,438.7,30,23,74.4,64.2,33.7,1,Pending,0,9.2,0,1,53
NH-2169,Roads,Dilip Buildcon Ltd.,970.1,1031.4,24,13,57.7,36.6,112.0,1,Pending,0,0.1,0,1,78
NH-2170,Roads,Dilip Buildcon Ltd.,372.6,386.9,30,12,42.8,30.7,100.7,1,Clear,0,3.6,0,1,59
RW-2171,Railways,Omkar Roadways Ltd.,840.1,872.3,24,15,62.0,48.7,11.5,0,Disputed,0,7.4,0,1,62
PW-2172,Power,Himalayan Infra Engineering,860.2,927.2,36,33,95.0,79.0,13.6,2,Pending,1,15.1,0,1,78
RW-2173,Railways,Larsen & Toubro Infra,768.8,781.3,48,10,17.8,15.1,27.3,0,Clear,0,-3.5,0,0,23
RW-2174,Railways,Dilip Buildcon Ltd.,736.5,834.2,18,10,52.7,36.9,27.7,1,Pending,1,9.9,1,1,76
PW-2175,Power,Apex Bullet Infra Ltd.,695.5,759.1,36,31,92.6,65.3,105.4,2,Disputed,0,9.6,1,1,95
RW-2176,Railways,Vindhya Powergrid Ltd.,1284.1,1310.0,60,36,56.5,46.4,64.5,1,Clear,0,-0.5,0,0,43
NH-2177,Roads,Vindhya Powergrid Ltd.,804.5,840.8,36,30,83.3,71.9,12.9,2,Pending,0,4.9,0,1,56
RW-2178,Railways,Patel Engineering,765.0,819.7,36,33,93.9,77.3,16.8,1,Disputed,1,8.0,0,1,81
PW-2179,Power,Tata Projects Ltd.,806.8,840.4,30,17,58.3,42.3,100.7,0,Pending,0,0.7,0,1,61
PW-2180,Power,Patel Engineering,1008.7,1008.7,30,16,56.8,48.7,107.8,0,Clear,0,-1.2,0,0,39
RW-2181,Railways,Eastern Rail Infra Pvt. Ltd.,1135.4,1142.8,36,9,29.7,28.6,30.6,0,Clear,0,-3.0,0,0,16
RW-2182,Railways,Shivalik Infraprojects Ltd.,461.9,493.3,42,16,41.4,22.9,126.8,1,Clear,1,2.0,0,1,79
NH-2183,Roads,NCC Infrastructure,606.8,650.1,48,31,67.4,58.0,19.5,1,Pending,1,3.1,0,0,54
NH-2184,Roads,Afcons Infrastructure,1094.8,1161.7,30,14,48.4,33.3,127.6,0,Clear,0,7.5,0,1,68
NH-2185,Roads,Desert Sun Powergrid JV,949.3,1062.1,24,12,50.1,32.1,99.4,2,Clear,0,10.7,1,1,88
RW-2186,Railways,Vindhya Powergrid Ltd.,1018.6,1054.3,36,19,53.4,37.5,125.0,0,Pending,0,3.0,0,1,69
NH-2187,Roads,Larsen & Toubro Infra,880.3,916.7,36,20,57.5,55.2,17.1,0,Pending,1,0.9,0,0,36
NH-2188,Roads,Himalayan Infra Engineering,972.7,1027.1,30,24,83.5,74.1,32.9,2,Clear,2,-1.1,0,1,48
NH-2189,Roads,Patel Engineering,634.1,673.7,30,11,38.7,21.9,93.3,2,Clear,0,8.7,0,1,77
NH-2190,Roads,Afcons Infrastructure,991.4,1099.7,36,13,43.4,33.9,51.5,1,Clear,4,-2.0,1,0,61
RW-2191,Railways,Himalayan Infra Engineering,442.7,488.1,30,5,18.8,11.1,20.9,0,Clear,3,0.1,1,0,49
RW-2192,Railways,Vindhya Powergrid Ltd.,669.7,680.0,36,9,28.3,25.2,26.4,0,Pending,0,-3.5,0,0,27
BR-2193,Bridges,Tata Projects Ltd.,269.5,275.9,42,26,64.9,64.7,22.9,0,Clear,0,2.4,0,0,25
RW-2194,Railways,Bharat Rail Consortium,685.6,724.1,30,12,40.0,31.2,15.1,1,Pending,0,15.8,0,0,62
NH-2195,Roads,Tata Projects Ltd.,853.9,902.4,36,25,73.4,67.0,23.6,1,Clear,1,11.6,0,0,51
PW-2196,Power,Patel Engineering,564.0,600.1,18,15,83.8,77.9,31.1,0,Pending,0,6.2,0,0,46
NH-2197,Roads,Desert Sun Powergrid JV,478.1,478.1,42,33,82.5,70.8,87.5,0,Pending,0,5.0,0,1,54
BR-2198,Bridges,Tata Projects Ltd.,513.9,562.5,24,8,29.3,4.2,149.4,1,Pending,1,2.5,1,1,94
NH-2199,Roads,Himalayan Infra Engineering,897.9,912.6,36,30,83.5,71.0,100.9,0,Clear,0,-2.1,0,1,46
RW-2200,Railways,Patel Engineering,261.3,290.9,36,7,24.2,2.3,48.6,2,Disputed,1,10.1,1,1,93
